model,sequence,org_func,num_valid,num_invalid,num_shots,num_mc,invalid_fn_type,response_type,answer,logprob,correct,correct_and_pred,incorrect_and_pred,correct_and_not_pred,incorrect_and_not_pred,class_label
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,completion,5,-6.623327,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,completion,5,-6.526925,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,completion,24,-23.182598,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,completion,1,-21.613863,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,completion,1,-21.658997,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,completion,5,-6.623327,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,explanation,1,-11.211818,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,explanation,2,-11.935318,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,explanation,3,-10.798783,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,explanation,4,-0.34456998,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,explanation,5,-1.166977,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 0, 2)}",2,3,6,5,exclude_class,explanation,4,-0.34456998,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,completion,5,-5.761361,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,completion,5,-5.9823,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,completion,262144,-14.9998287,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,completion,655282008,-16.517299499999996,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,completion,1,-19.880972,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,completion,5,-5.761361,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,explanation,1,-2.0815281e-05,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,explanation,2,-13.57993,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,explanation,3,-13.02826,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,explanation,4,-16.272694,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,explanation,5,-12.947153,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) | 0', 'offset': 1, 'metadata': ('bitwise_or', 0, 0)}",2,3,6,5,exclude_class,explanation,1,-2.0815281e-05,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,completion,5,-7.100458,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,completion,5,-7.146759,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,completion,39,-26.458101,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,completion,27000,-18.040731,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,completion,35,-25.36662,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,completion,5,-7.100458,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,explanation,1,-8.868748,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,explanation,2,-7.5935173,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,explanation,3,-9.498661,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,explanation,4,-0.001594038,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,explanation,5,-13.35921,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 2, 2)}",2,3,6,5,exclude_class,explanation,4,-0.001594038,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,completion,5,-6.2485576,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,completion,5,-6.2432637,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,completion,742459344,-12.238960249999998,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,completion,23,-24.625546,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,completion,0,-22.161316,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,completion,5,-6.2485576,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,explanation,1,-4.4149656,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,explanation,2,-0.007375952,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,explanation,3,-11.859861,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,explanation,4,-12.950333,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,explanation,5,-15.975765,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 1)}",2,3,6,5,exclude_class,explanation,2,-0.007375952,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,completion,5,-6.247452,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,completion,5,-6.269575,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,completion,18,-22.962,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,completion,24,-24.678806,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,completion,387420489,-7.215508337019999,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,completion,5,-6.247452,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,explanation,1,-11.636284,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,explanation,2,-12.387679,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,explanation,3,-10.003325,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,explanation,4,-0.00016066022,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,explanation,5,-15.668498,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential', 0, 1)}",2,3,6,5,exclude_class,explanation,4,-0.00016066022,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,completion,5,-6.780158,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,completion,5,-6.7618375,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,completion,38416,-16.08309165,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,completion,25,-20.813713,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,completion,882,-16.9853595,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,completion,5,-6.780158,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,explanation,1,-15.311526,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,explanation,2,-6.763197,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,explanation,3,-14.6193075,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,explanation,4,-12.0101,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,explanation,5,-0.0012899144,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 1)}",2,3,6,5,exclude_class,explanation,5,-0.0012899144,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,completion,5,-6.7839646,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,completion,6,-20.52193,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,completion,28,-26.335238,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,completion,64,-27.138659,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,completion,24,-26.1292,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,completion,5,-6.7839646,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,explanation,1,-7.016887,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,explanation,2,-8.172312,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,explanation,3,-4.379107,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,explanation,4,-5.912564,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,explanation,5,-0.016741546,incorrect,0,1,0,0,incorrect_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 3, 3)}",2,3,6,5,exclude_class,explanation,5,-0.016741546,pred,0,0,0,0,
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,completion,5,-6.7961707,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,completion,5,-6.0728498,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,completion,1,-19.317154,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,completion,12,-21.822422,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,completion,16,-21.652245,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,completion,5,-6.7961707,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,explanation,1,-8.842667,correct,0,0,1,0,correct_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,explanation,2,-6.852111,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,explanation,3,-4.9532332,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,explanation,4,-1.8649706,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,explanation,5,-0.22832395,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria', 1, 3)}",2,3,6,5,exclude_class,explanation,5,-0.22832395,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic', 0, 1)}",2,3,6,5,exclude_class,completion,5,-5.874275,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic', 0, 1)}",2,3,6,5,exclude_class,completion,5,-5.854543,correct,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic', 0, 1)}",2,3,6,5,exclude_class,completion,1073741824,-7.8418750171,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic', 0, 1)}",2,3,6,5,exclude_class,completion,0,-21.002071,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic', 0, 1)}",2,3,6,5,exclude_class,completion,6,-17.685007,incorrect,0,0,0,1,incorrect_and_not_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic', 0, 1)}",2,3,6,5,exclude_class,completion,5,-5.874275,pred,1,0,0,0,correct_and_pred
text-davinci-003,"1,2,3,4","{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic', 0, 1)}",2,3,6,5,exclude_class,explanation,1,-10.350795,correct,0,0,1,0,correct_and_not_pred
