,model,sequence,org_func,num_valid,num_invalid,num_shots,invalid_fn_type,test_passing_completion,test_passing_explanation,n_valid_compl_in_primed_resp,n_invalid_compl_in_primed_resp,n_valid_expl_in_primed_resp,n_invalid_expl_in_primed_resp,possible_completions_response,possible_explanations_response,Unnamed: 0
936,text-davinci-003,"2,3,4,5","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 2)}",2,3,4,exclude_class,1,0,1,0,0,0,"['7', '9', '11']","['lambda x: (x + 1)', 'lambda x: (x * 2)', 'lambda x: (x * 3)', 'lambda x: (x * 4)', 'lambda x: (x * 5)', 'lambda x: (x * 6)', 'lambda x: (x * 7)', 'lambda x: (x * 8)', 'lambda x: (x * 9)', 'lambda x: (x * 10)', 'lambda x: (x * 11)', 'lambda x: (x * 12)', 'lambda x: (x * 13)', 'lambda x: (x * 14)', 'lambda x: (x * 15)', 'lambda x: (x * 16)', 'lambda x: (x * 17)', 'lambda x: (x * 18)', 'lambda x: (x * 19)', 'lambda x: (x * 20)']",20.0
937,text-davinci-003,"2,3,4,5","{'fn': 'lambda x: (1 * x) + 2', 'offset': 0, 'metadata': ('arithmetic_progression', 0, 2)}",2,3,4,exclude_class,1,0,2,1,0,0,"['6', '7', '8', '9', '10']","['lambda x: x + 1', 'lambda x: (2 * x) + 1', 'lambda x: (3 * x) + 1', 'lambda x: (4 * x) + 1', 'lambda x: (5 * x) + 1']",21.0
938,text-davinci-003,"2,3,4,5","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 3, 3)}",2,3,4,exclude_class,1,0,2,0,0,0,"['6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: x + 1', 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'lambda x: 2 ** x']",22.0
939,text-davinci-003,"2,3,4,5","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 1, 1)}",2,3,4,exclude_class,0,1,2,1,0,0,"['6', '7', '8', '9', '10']","['lambda x: x + 2', 'lambda x: 2 ** (x + 1)', 'lambda x: (2 * x) | 1']",23.0
940,text-davinci-003,"2,3,4,5","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 3, 1)}",2,3,4,exclude_class,1,0,0,0,0,0,"['7', '9', '11', '13', '15']","['lambda x: (x + 1)', 'lambda x: (x * 2) - 1', 'lambda x: (x * 2) + 1', 'lambda x: (x * 3) - 2', 'lambda x: (x * 3) + 1', 'lambda x: (x * 4) - 3', 'lambda x: (x * 4) - 2', 'lambda x: (x * 4) - 1', 'lambda x: (x * 4)', 'lambda x: (x * 5) - 4', 'lambda x: (x * 5) - 3', 'lambda x: (x * 5) - 2', 'lambda x: (x * 5) - 1']",24.0
941,text-davinci-003,"2,3,4,5","{'fn': 'lambda x: (1 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 0)}",2,3,4,exclude_class,1,0,2,0,0,0,"['6', '7', '8', '9', '10']","['lambda x: (1 * x) + 2', 'lambda x: (1 * x) + 1', 'lambda x: (2 * x) - 1', 'lambda x: (2 * x) - 2']",25.0
942,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: (1 * x) ** 1', 'offset': 3, 'metadata': ('exponential_progression', 0, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'lambda x: (3 + x) ** 1', 'lambda x: 3 ** (2 * x)']",26.0
943,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: (1 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 0, 0)}",2,3,4,exclude_class,1,0,0,1,0,0,"['8', '10', '12']","['lambda x: (1 * x) | 2', 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (3 + 1)][x]', 'lambda x: 2 ** (1 * x) - 1']",27.0
944,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 3, 2)}",2,3,4,exclude_class,1,0,2,0,0,0,"['7', '8', '9', '10']","['lambda x: (x + 1) | 0', 'lambda x: (x + 3) | 0', 'lambda x: (2 * x) | 1', 'lambda x: (2 * x) | -1']",28.0
945,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: (1 * x) + 1', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 1)}",2,3,4,exclude_class,1,0,2,2,0,0,"['7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: (x * 1) + 3', 'lambda x: (x * 1) + 3 + (x - 1)', 'lambda x: (x * 1) + 3 + (x - 1) * 1']",29.0
946,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 2, 2)}",2,3,4,exclude_class,1,1,2,0,0,0,"['7', '11', '15', '19', '23', '27', '31', '35', '39', '43', '47', '51', '55', '59', '63', '67', '71', '75', '79', '83', '87', '91', '95', '99']","['lambda x: x + 3', 'lambda x: 3 + (x * 1)', 'lambda x: 3 + (x * 0) + 1']",30.0
947,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: (1 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 0, 2)}",2,3,4,exclude_class,1,1,2,0,0,0,"['7', '8', '9', '10']","['lambda x: (x + 3) % (7+1)', 'lambda x: (x * 3) % (7+1)', 'lambda x: (x * 4) % (7+1)', 'lambda x: (x * 5) % (7+1)', 'lambda x: (x * 6) % (7+1)']",31.0
948,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 3, 3)}",2,3,4,exclude_class,1,1,2,0,0,0,"['7', '8', '9', '10']","['lambda x: x + 3', 'lambda x: 3 + (x * 1)']",32.0
949,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: (1 * x) * 1', 'offset': 3, 'metadata': ('geometric_progression', 0, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['7', '8', '9', '10']","['lambda x: (1 * x) + 2', 'lambda x: (2 * x) + 1', 'lambda x: (3 * x) - 1', 'lambda x: (4 * x) - 3']",33.0
950,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 3, 1)}",2,3,4,exclude_class,1,1,2,0,0,0,"['7', '8', '9', '10']","['lambda x: (1 * x) + 3', 'lambda x: (2 * x) + 1', 'lambda x: (3 * x) - 1', 'lambda x: (4 * x) - 2']",34.0
951,text-davinci-003,"3,4,5,6","{'fn': 'lambda x: (1 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 0, 0)}",2,3,4,exclude_class,1,0,2,0,0,0,"['7', '8', '9', '10']","['lambda x: x + 3', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (3 + 1)][x]', 'lambda x: 2 ** (1 * x) + 1', 'lambda x: (lambda a:lambda v:a(a,v))(lambda fn,x:3 if x==0 else 1 * x * fn(fn,x-1) + 2)']",35.0
952,text-davinci-003,"0,3,6,9","{'fn': 'lambda x: (3 * x) | 0', 'offset': 0, 'metadata': ('bit_or_progression', 2, 0)}",2,3,4,exclude_class,1,1,2,0,1,0,"['12', '15', '18', '21', '24', '27', '30', '33', '36', '39', '42', '45', '48', '51', '54', '57', '60', '63', '66', '69', '72', '75', '78', '81', '84', '87', '90', '93', '96', '99']","['lambda x: (3 * x) % (0+1)', 'lambda x: (3 * x) + 0', 'lambda x: (3 * x) ** 1']",36.0
953,text-davinci-003,"0,3,6,9","{'fn': 'lambda x: (3 * x) * 1', 'offset': 0, 'metadata': ('geometric_progression', 2, 1)}",2,3,4,exclude_class,1,0,2,0,0,1,"['12', '15', '18', '21', '24', '27', '30']","['lambda x: 3 * x', 'lambda x: (x + 3) % (3+1)', 'lambda x: (x * 3) % (3+1)']",37.0
954,text-davinci-003,"0,3,6,9","{'fn': 'lambda x: (3 * x) ** 1', 'offset': 0, 'metadata': ('exponential_progression', 2, 1)}",2,3,4,exclude_class,1,0,2,1,0,0,"['12', '15', '18', '21', '24', '27', '30']","['lambda x: 3 * x', 'lambda x: (x * 3) + 0', 'lambda x: (x * 3) - 3']",38.0
955,text-davinci-003,"0,3,6,9","{'fn': 'lambda x: (1 * x) * 3', 'offset': 0, 'metadata': ('geometric_progression', 0, 3)}",2,3,4,exclude_class,1,1,2,0,0,0,"['12', '15', '18', '21', '24', '27', '30', '33', '36', '39', '42', '45', '48', '51', '54', '57', '60', '63', '66', '69', '72', '75', '78', '81', '84', '87', '90', '93', '96', '99']","['lambda x: (3 * x) | 0', 'lambda x: (1 * x) + 3', 'lambda x: (3 * x) - 3']",39.0
956,text-davinci-003,"0,3,6,9","{'fn': 'lambda x: (3 * x) + 0', 'offset': 0, 'metadata': ('arithmetic_progression', 2, 0)}",2,3,4,exclude_class,0,1,2,1,1,0,"['12', '15', '18', '21', '24', '27', '30']","['lambda x: (3 * x) * 1', 'lambda x: (x * 3) % (2+1)', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]']",40.0
957,text-davinci-003,"3,6,9,12","{'fn': 'lambda x: (3 * x) ** 1', 'offset': 1, 'metadata': ('exponential_progression', 2, 1)}",2,3,4,exclude_class,1,1,2,0,0,0,"['15', '18', '21', '24', '27', '30']","['lambda x: (x * 3)', 'lambda x: (x + 3)', 'lambda x: (3 * (x + 1))', 'lambda x: (3 * (x * 1))']",41.0
958,text-davinci-003,"3,6,9,12","{'fn': 'lambda x: (1 * x) * 3', 'offset': 1, 'metadata': ('geometric_progression', 0, 3)}",2,3,4,exclude_class,0,0,2,1,0,0,"['15', '18', '21', '24', '27', '30']","['lambda x: (3 * x) + 3', 'lambda x: (x * 3) + 3', 'lambda x: (x + 3) * 3', 'lambda x: 3 + (x * 3)']",42.0
959,text-davinci-003,"6,9,12,15","{'fn': 'lambda x: (3 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 2, 0)}",2,3,4,exclude_class,1,1,2,0,0,0,"['18', '21', '24', '27', '30']","['lambda x: (3 * x) + 3', 'lambda x: (x * 3) + 3', 'lambda x: (x * 4) - 1']",43.0
960,text-davinci-003,"6,9,12,15","{'fn': 'lambda x: (3 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 2, 1)}",2,3,4,exclude_class,1,0,2,1,0,0,"['18', '21', '24', '27', '30']","['lambda x: 3 * (x + 3)', 'lambda x: (x * 3) + 6', 'lambda x: (x + 6) * 3', 'lambda x: (x * 4) - 3']",44.0
961,text-davinci-003,"6,9,12,15","{'fn': 'lambda x: (3 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 2, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['18', '21', '24', '27', '30']","['lambda x: (x * 3) % (6+1)', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (3 + 1)][x]']",45.0
962,text-davinci-003,"6,9,12,15","{'fn': 'lambda x: (1 * x) * 3', 'offset': 2, 'metadata': ('geometric_progression', 0, 3)}",2,3,4,exclude_class,1,0,2,0,0,0,"['18', '21', '24', '27']","['lambda x: (3 * x) + 0', 'lambda x: (3 * x) + 3', 'lambda x: (3 * x) + 6', 'lambda x: (3 * x) + 9']",46.0
963,text-davinci-003,"6,9,12,15","{'fn': 'lambda x: (3 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 2, 0)}",2,3,4,exclude_class,1,1,2,0,1,0,"['18', '21', '24', '27']","['lambda x: (3 * x) + 3', 'lambda x: (3 * x) | 0', 'lambda x: (2 * x) + 4', 'lambda x: (2 * x) * 3']",47.0
964,text-davinci-003,"6,9,12,15","{'fn': 'lambda x: (3 * x) + 3', 'offset': 1, 'metadata': ('arithmetic_progression', 2, 3)}",2,3,4,exclude_class,1,0,2,0,1,0,"['18', '21', '24', '27']","['lambda x: (3 * x) + 3', 'lambda x: (3 * x) * 1', 'lambda x: (x * 3) + 6']",48.0
965,text-davinci-003,"9,12,15,18","{'fn': 'lambda x: (3 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 2, 0)}",2,3,4,exclude_class,1,0,2,0,0,0,"['21', '24', '27', '30']","['lambda x: 3 * x + 3', 'lambda x: 3 * x + 6', 'lambda x: 4 * x + 3', 'lambda x: 4 * x + 5']",49.0
966,text-davinci-003,"9,12,15,18","{'fn': 'lambda x: (3 * x) * 1', 'offset': 3, 'metadata': ('geometric_progression', 2, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['21', '24', '27', '30']","['lambda x: 3 * x + 3', 'lambda x: (x + 3) ** 2 - 3', 'lambda x: (x * 3) + 9']",50.0
967,text-davinci-003,"9,12,15,18","{'fn': 'lambda x: (3 * x) ** 1', 'offset': 3, 'metadata': ('exponential_progression', 2, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['21', '24', '27']","['lambda x: 3 * (x + 3)', 'lambda x: 3 * x + 9', 'lambda x: 3 * x + 3']",51.0
968,text-davinci-003,"9,12,15,18","{'fn': 'lambda x: (1 * x) * 3', 'offset': 3, 'metadata': ('geometric_progression', 0, 3)}",2,3,4,exclude_class,1,0,2,0,0,0,"['21', '24', '27', '30']","['lambda x: 3 * x + 3', 'lambda x: (x + 1) * 3', 'lambda x: (x + 2) * 3', 'lambda x: (x + 3) * 3']",52.0
969,text-davinci-003,"9,12,15,18","{'fn': 'lambda x: (3 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 2, 0)}",2,3,4,exclude_class,1,1,2,0,1,0,"['21', '24', '27']","['lambda x: (3 * x) + 0', 'lambda x: (3 * x) + 3', 'lambda x: (3 * x) - 6']",53.0
970,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 3, 2)}",2,3,4,exclude_class,0,0,2,1,0,0,"['8', '9', '10', '11', '12']","['lambda x: x + 4', 'lambda x: 4 + (x * 1)']",54.0
971,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: (1 * x) + 1', 'offset': 3, 'metadata': ('arithmetic_progression', 0, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: (1 * x) + 3', 'lambda x: (1 * x) | 1', 'lambda x: (2 * x) ** 0 + 4']",55.0
972,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 2, 2)}",2,3,4,exclude_class,1,1,2,0,0,0,"['8', '9', '10', '11', '12']","['lambda x: x + 4', 'lambda x: 4 + (x * 1)']",56.0
973,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: (1 * x) + 3', 'offset': 1, 'metadata': ('arithmetic_progression', 0, 3)}",2,3,4,exclude_class,0,1,2,1,0,0,"['8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: x + 4', 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (0 + 1)][x]', 'lambda x: (2 * x) + 2']",57.0
974,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 1, 3)}",2,3,4,exclude_class,1,0,2,1,0,0,"['8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (1 + 1)][x]', 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (1 + 1)][x]']",58.0
975,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: (1 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 2)}",2,3,4,exclude_class,1,0,0,0,0,0,"['9', '11', '13', '15']","['lambda x: (x + 0) * 1', 'lambda x: (x + 1) * 1', 'lambda x: (x + 2) * 1', 'lambda x: (x + 3) * 1']",59.0
976,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 3, 3)}",2,3,4,exclude_class,1,1,2,1,0,0,"['8', '9', '10', '11', '12', '13', '14', '15']","['lambda x: x + 4', 'lambda x: (x * 1) + 4', 'lambda x: (x * 2) + 2', 'lambda x: (x * 3) + 1']",60.0
977,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 3, 1)}",2,3,4,exclude_class,1,1,2,0,0,0,"['8', '9', '10']","['lambda x: x + 4', 'lambda x: 4 + (x * 1)']",61.0
978,text-davinci-003,"0,1,2,0","{'fn': 'lambda x: (x * 4) % (2+1)', 'offset': 3, 'metadata': ('modular_progression', 3, 2)}",2,3,4,exclude_class,1,1,0,1,0,0,"['0', '2', '4', '6', '8']","['lambda x: (x % 3)', 'lambda x: (x + 1) % 3', 'lambda x: (x * 2) % 3']",62.0
979,text-davinci-003,"0,1,2,0","{'fn': 'lambda x: (x * 1) % (2+1)', 'offset': 3, 'metadata': ('modular_progression', 0, 2)}",2,3,4,exclude_class,1,1,0,1,0,0,"['3', '4', '5', '6', '7', '8', '9', '0']","['lambda x: x % 3', 'lambda x: (x + 1) % 3', 'lambda x: (x + 2) % 3']",63.0
980,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 1, 0)}",2,3,4,exclude_class,1,1,2,0,0,0,"['9', '10', '11', '12', '13', '14', '15']","['lambda x: (x * 1) + 4', 'lambda x: (x * 2) + 2', 'lambda x: (x * 3) - 1']",64.0
981,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 0, 2)}",2,3,4,exclude_class,1,1,2,0,0,0,"['9', '10', '11', '12']","['lambda x: 4 + (x * 1)', 'lambda x: 4 + (x * 2) - 1', 'lambda x: 4 + (x * 3) - 3', 'lambda x: 4 + (x * 4) - 6']",65.0
982,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 1, 1)}",2,3,4,exclude_class,0,0,2,1,0,0,"['9', '10', '11', '12']","['lambda x: (1 * x) + 4', 'lambda x: (2 * x) + 3', 'lambda x: (3 * x) + 1', 'lambda x: (4 * x) + 0']",66.0
983,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: (2 * x) + 1', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,4,exclude_class,1,0,2,0,1,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) | 1', 'lambda x: (2 * x - 1) | 1']",67.0
984,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: (2 * x) | 1', 'offset': 0, 'metadata': ('bit_or_progression', 1, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: (x * 2) + 1', 'lambda x: (x * 4) / 2 + 1']",68.0
985,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,4,exclude_class,1,1,2,0,0,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'lambda x: (x * (x + 1)) // 2 + 1']",69.0
986,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,4,exclude_class,1,1,2,1,0,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: (1 * x) + 2', 'lambda x: (4 * x) - 3']",70.0
987,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) + 1', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,4,exclude_class,1,0,2,0,1,0,"['11', '13', '15', '17', '19']","['lambda x: (2 * x) + 1', 'lambda x: (x * 2) + 1', 'lambda x: (x * 4) - 1']",71.0
988,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) | 1', 'offset': 1, 'metadata': ('bit_or_progression', 1, 1)}",2,3,4,exclude_class,1,1,2,0,1,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) + 3', 'lambda x: (4 * x) - 1', 'lambda x: (4 * x) + 1']",72.0
989,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) + 3', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,4,exclude_class,1,1,2,1,1,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (x * 2) + 1', 'lambda x: (x * 4) / 2', 'lambda x: (x * 5) - 2']",73.0
990,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,4,exclude_class,1,0,2,0,0,0,"['11', '13', '15']","['lambda x: (2 * x) + 3', 'lambda x: (x * 4) % (1+3)']",74.0
991,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,4,exclude_class,0,0,2,1,0,0,"['11', '13', '15', '17', '19']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) * 1', 'lambda x: (1 * x) + 2', 'lambda x: (1 * x) * 2']",75.0
992,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: (2 * x) | 1', 'offset': 2, 'metadata': ('bit_or_progression', 1, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['13', '15', '17', '19']","['lambda x: 2 * x + 3', 'lambda x: x + 2 * (x - 1) + 1', 'lambda x: (x * 2) + 1']",76.0
993,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: (2 * x) + 3', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,4,exclude_class,1,0,2,0,1,0,"['13', '15', '17', '19']","['lambda x: 2 * x + 1', 'lambda x: (2 * x) + 3', 'lambda x: (x * 2) + 1', 'lambda x: (x * 2) + 3']",77.0
994,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,4,exclude_class,1,1,2,1,1,0,"['13', '15', '17']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) + 3', 'lambda x: (2 * x) + 1', 'lambda x: (2 * x) - 1']",78.0
995,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: (2 * x) + 1', 'offset': 3, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,4,exclude_class,1,0,2,0,0,0,"['15', '17', '19']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) + 7', 'lambda x: (2 * x) + 9', 'lambda x: (2 * x) + 11']",79.0
996,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: (2 * x) + 3', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,4,exclude_class,1,0,2,0,0,0,"['15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) + 7', 'lambda x: (4 * x) + 3', 'lambda x: (4 * x) + 5']",80.0
997,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,4,exclude_class,0,0,2,1,0,0,"['15', '17', '19']","['lambda x: (x * 2) + 1', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (4 + 1)][x]', 'lambda x: (x * 2) % (4+1)']",81.0
998,text-davinci-003,"5,6,7,8","{'fn': 'lambda x: (1 * x) + 3', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 3)}",2,3,4,exclude_class,1,0,2,0,0,0,"['9', '10', '11', '12']","['lambda x: x + 5', 'lambda x: (x * 5) % (3 + 1)', 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (2 + 1)][x]']",82.0
999,text-davinci-003,"5,6,7,8","{'fn': 'lambda x: (1 * x) + 2', 'offset': 3, 'metadata': ('arithmetic_progression', 0, 2)}",2,3,4,exclude_class,1,0,0,0,0,0,"['10', '12', '14', '16']","['lambda x: (1 * x) + 5', 'lambda x: (1 * x) + 6', 'lambda x: (1 * x) + 7', 'lambda x: (1 * x) + 8']",83.0
1000,text-davinci-003,"6,10,14,18","{'fn': 'lambda x: (4 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,4,exclude_class,1,1,0,1,0,0,"['20', '24', '28', '32']","['lambda x: 4 * x + 2', 'lambda x: 2 * (2 * x + 1)']",84.0
